id,article_nr,medium_code,relevant,frames_present,dominant_frame,resp_accused_actors,moral_position,conflict_parties,raw_text
1205540,76,NZZ,1,1;2;3;6;7;8,6,SVP,liberal,SVP;Befürworter der Personenfreizügigkeit,"{
    ""relevant"": 1,
    ""frames_present"": [1, 2, 3, 6, 7, 8],
    ""dominant_frame"": 6,
    ""responsibility_frame"": {
        ""accused_actors"": [""SVP""]
    },
    ""moral_frame"": {
        ""position"": ""liberal""
    },
    ""conflict_frame"": {
        ""parties"": [""SVP"", ""Befürworter der Personenfreizügigkeit""]
    }
}"
1146818,77,BZ,1,2;6,2,Gegner der Masseneinwanderungsinitiative,NA,NA,"{
    ""relevant"": 1,
    ""frames_present"": [2, 6],
    ""dominant_frame"": 2,
    ""responsibility_frame"": {
        ""accused_actors"": [""Gegner der Masseneinwanderungsinitiative""]
    },
    ""moral_frame"": null,
    ""conflict_frame"": null
}"
1066804,78,BZ,1,2;8,2,NA,NA,Wirtschaftsverbände;SVP;Gewerbeverband,"{
  ""relevant"": 1,
  ""frames_present"": [2, 8],
  ""dominant_frame"": 2,
  ""responsibility_frame"": null,
  ""moral_frame"": null,
  ""conflict_frame"": {
    ""parties"": [
      ""Wirtschaftsverbände"",
      ""SVP"",
      ""Gewerbeverband""
    ]
  }
}"
1214436,79,SGT,1,2,2,NA,NA,NA,"{
  ""relevant"": 1,
  ""frames_present"": [2],
  ""dominant_frame"": 2,
  ""responsibility_frame"": null,
  ""moral_frame"": null,
  ""conflict_frame"": null
}"
971834,80,SGT,1,1;2;6;7,1,Befürworter der offenen Grenzen,restriktiv,NA,"{
  ""relevant"": 1,
  ""frames_present"": [1, 2, 6, 7],
  ""dominant_frame"": 1,
  ""responsibility_frame"": {
    ""accused_actors"": [""Befürworter der offenen Grenzen""]
  },
  ""moral_frame"": {
    ""position"": ""restriktiv""
  },
  ""conflict_frame"": null
}"
1101848,81,BU,1,1;2;6;8,6,SVP,NA,SVP;Befürworter der Personenfreizügigkeit,"{
    ""relevant"": 1,
    ""frames_present"": [1, 2, 6, 8],
    ""dominant_frame"": 6,
    ""responsibility_frame"": {
        ""accused_actors"": [""SVP""]
    },
    ""moral_frame"": null,
    ""conflict_frame"": {
        ""parties"": [""SVP"", ""Befürworter der Personenfreizügigkeit""]
    }
}"
1026457,82,BU,1,8,8,NA,NA,SVP;Gegner der Initiative;SP;FDP;Grüne;CVP,"{
  ""relevant"": 1,
  ""frames_present"": [8],
  ""dominant_frame"": 8,
  ""responsibility_frame"": null,
  ""moral_frame"": null,
  ""conflict_frame"": {
    ""parties"": [""SVP"", ""Gegner der Initiative"", ""SP"", ""FDP"", ""Grüne"", ""CVP""]
  }
}"
1147765,83,BZ,1,2,2,NA,NA,NA,"{
    ""relevant"": 1,
    ""frames_present"": [2],
    ""dominant_frame"": 2,
    ""responsibility_frame"": null,
    ""moral_frame"": null,
    ""conflict_frame"": null
}"
1166583,84,TA,0,NA,0,NA,NA,NA,"{
    ""relevant"": 0,
    ""frames_present"": [],
    ""dominant_frame"": 0,
    ""responsibility_frame"": null,
    ""moral_frame"": null,
    ""conflict_frame"": null
}"
1175438,85,BU,1,2;6;8,2,Hans Fehr;SVP,NA,liberale Lager;SVP,"{
    ""relevant"": 1,
    ""frames_present"": [2, 6, 8],
    ""dominant_frame"": 2,
    ""responsibility_frame"": {
        ""accused_actors"": [""Hans Fehr"", ""SVP""]
    },
    ""moral_frame"": null,
    ""conflict_frame"": {
        ""parties"": [""liberale Lager"", ""SVP""]
    }
}"
1277950,86,TA,1,2;6,2,Grenzregionen,NA,NA,"{
  ""relevant"": 1,
  ""frames_present"": [2, 6],
  ""dominant_frame"": 2,
  ""responsibility_frame"": {
    ""accused_actors"": [""Grenzregionen""]
  },
  ""moral_frame"": null,
  ""conflict_frame"": null
}"
1104427,87,BLI,0,NA,0,NA,NA,NA,"{
  ""relevant"": 0,
  ""frames_present"": [],
  ""dominant_frame"": 0,
  ""responsibility_frame"": null,
  ""moral_frame"": null,
  ""conflict_frame"": null
}"
1017808,88,BZ,1,2;6,2,NA,liberal,NA,"{
    ""relevant"": 1,
    ""frames_present"": [2, 6],
    ""dominant_frame"": 2,
    ""responsibility_frame"": {
        ""accused_actors"": []
    },
    ""moral_frame"": {
        ""position"": ""liberal""
    },
    ""conflict_frame"": null
}"
937704,89,SGT,1,1;6,1,Firmen;Arbeitgeber,NA,NA,"{
    ""relevant"": 1,
    ""frames_present"": [1, 6],
    ""dominant_frame"": 1,
    ""responsibility_frame"": {
        ""accused_actors"": [""Firmen"", ""Arbeitgeber""]
    },
    ""moral_frame"": null,
    ""conflict_frame"": null
}"
1017983,90,TA,0,NA,0,NA,NA,NA,"{""relevant"": 0, ""frames_present"": [], ""dominant_frame"": 0, ""responsibility_frame"": null, ""moral_frame"": null, ""conflict_frame"": null}"
1087394,91,SRF,1,2,2,NA,NA,NA,"{
    ""relevant"": 1,
    ""frames_present"": [2],
    ""dominant_frame"": 2,
    ""responsibility_frame"": null,
    ""moral_frame"": null,
    ""conflict_frame"": null
}"
1241686,92,SRF,1,2;6;8,2,Gewerkschaften;Arbeitgeber,NA,Bundesrat;Gewerkschaften,"{
    ""relevant"": 1,
    ""frames_present"": [2, 6, 8],
    ""dominant_frame"": 2,
    ""responsibility_frame"": {
        ""accused_actors"": [""Gewerkschaften"", ""Arbeitgeber""]
    },
    ""moral_frame"": null,
    ""conflict_frame"": {
        ""parties"": [""Bundesrat"", ""Gewerkschaften""]
    }
}"
926934,93,NZZ,1,1;2;6;7;8,6,SVP;Initianten der Masseneinwanderungsinitiative,restriktiv,SVP;Bundesrat;EU,"{
    ""relevant"": 1,
    ""frames_present"": [1, 2, 6, 7, 8],
    ""dominant_frame"": 6,
    ""responsibility_frame"": {
        ""accused_actors"": [""SVP"", ""Initianten der Masseneinwanderungsinitiative""]
    },
    ""moral_frame"": {
        ""position"": ""restriktiv""
    },
    ""conflict_frame"": {
        ""parties"": [""SVP"", ""Bundesrat"", ""EU""]
    }
}"
1197237,94,BZ,1,3;7,3,NA,restriktiv,NA,"{
  ""relevant"": 1,
  ""frames_present"": [3, 7],
  ""dominant_frame"": 3,
  ""responsibility_frame"": null,
  ""moral_frame"": {
    ""position"": ""restriktiv""
  },
  ""conflict_frame"": null
}"
1156076,95,NZZ,1,1;6;8,1,UK government;EU Commission,NA,UK vs. EU Commission;UK vs. other EU countries,"{""relevant"": 1, ""frames_present"": [1, 6, 8], ""dominant_frame"": 1, ""responsibility_frame"": {""accused_actors"": [""UK government"", ""EU Commission""]}, ""moral_frame"": null, ""conflict_frame"": {""parties"": [""UK vs. EU Commission"", ""UK vs. other EU countries""]}}"
1032616,96,NZZ,1,1;2;3;6;7;8,1,SVP;Eliten;Unternehmen,restriktiv,SVP;Wirtschaft;Befürworter der Personenfreizügigkeit,"{
  ""relevant"": 1,
  ""frames_present"": [1, 2, 3, 6, 7, 8],
  ""dominant_frame"": 1,
  ""responsibility_frame"": {
    ""accused_actors"": [""SVP"", ""Eliten"", ""Unternehmen""]
  },
  ""moral_frame"": {
    ""position"": ""restriktiv""
  },
  ""conflict_frame"": {
    ""parties"": [""SVP"", ""Wirtschaft"", ""Befürworter der Personenfreizügigkeit""]
  }
}"
1012393,97,NZZ,1,6,6,Bundesrat,NA,NA,"{
  ""relevant"": 1,
  ""frames_present"": [6],
  ""dominant_frame"": 6,
  ""responsibility_frame"": {
    ""accused_actors"": [""Bundesrat""]
  },
  ""moral_frame"": null,
  ""conflict_frame"": null
}"
996124,98,BLI,1,6;8,8,Bundesrat,NA,SVP;Gegner der SVP-Initiative,"{""relevant"": 1, ""frames_present"": [6, 8], ""dominant_frame"": 8, ""responsibility_frame"": {""accused_actors"": [""Bundesrat""]}, ""moral_frame"": null, ""conflict_frame"": {""parties"": [""SVP"", ""Gegner der SVP-Initiative""]}}"
1037467,99,BZ,1,3;6;7,3,Befürworter der Personenfreizügigkeit,restriktiv,NA,"{
    ""relevant"": 1,
    ""frames_present"": [3, 6, 7],
    ""dominant_frame"": 3,
    ""responsibility_frame"": {
        ""accused_actors"": [""Befürworter der Personenfreizügigkeit""]
    },
    ""moral_frame"": {
        ""position"": ""restriktiv""
    },
    ""conflict_frame"": null
}"
983522,100,TA,1,1;6;8,6,SVP,NA,SVP;BFS,"{
  ""relevant"": 1,
  ""frames_present"": [1, 6, 8],
  ""dominant_frame"": 6,
  ""responsibility_frame"": {
    ""accused_actors"": [""SVP""]
  },
  ""moral_frame"": null,
  ""conflict_frame"": {
    ""parties"": [""SVP"", ""BFS""]
  }
}"
1037709,101,BU,0,NA,0,NA,NA,NA,"{
    ""relevant"": 0,
    ""frames_present"": [],
    ""dominant_frame"": 0,
    ""responsibility_frame"": null,
    ""moral_frame"": null,
    ""conflict_frame"": null
}"
1290535,102,ZWA,1,1,1,NA,NA,NA,"{
  ""relevant"": 1,
  ""frames_present"": [1],
  ""dominant_frame"": 1,
  ""responsibility_frame"": null,
  ""moral_frame"": null,
  ""conflict_frame"": null
}"
934563,103,BU,1,6;8,8,EU;Schweiz,NA,EU;Schweiz,"{
  ""relevant"": 1,
  ""frames_present"": [6, 8],
  ""dominant_frame"": 8,
  ""responsibility_frame"": {
    ""accused_actors"": [""EU"", ""Schweiz""]
  },
  ""moral_frame"": null,
  ""conflict_frame"": {
    ""parties"": [""EU"", ""Schweiz""]
  }
}"
1239403,104,NZZ,0,NA,0,NA,NA,NA,"{
    ""relevant"": 0,
    ""frames_present"": [],
    ""dominant_frame"": 0,
    ""responsibility_frame"": null,
    ""moral_frame"": null,
    ""conflict_frame"": null
}"
1028340,105,NZZ,0,NA,0,NA,NA,NA,"{
    ""relevant"": 0,
    ""frames_present"": [],
    ""dominant_frame"": 0,
    ""responsibility_frame"": null,
    ""moral_frame"": null,
    ""conflict_frame"": null
}"
1046131,106,SGT,1,1;3;6;7,1,EU;Schweizer Regierung,restriktiv,NA,"{
    ""relevant"": 1,
    ""frames_present"": [1, 3, 6, 7],
    ""dominant_frame"": 1,
    ""responsibility_frame"": {
        ""accused_actors"": [""EU"", ""Schweizer Regierung""]
    },
    ""moral_frame"": {
        ""position"": ""restriktiv""
    },
    ""conflict_frame"": null
}"
949758,107,TA,1,2;6;8,2,Republikanische Mehrheit im Repräsentantenhaus,NA,Schweiz;USA;Republikaner;Demokraten,"{
  ""relevant"": 1,
  ""frames_present"": [2, 6, 8],
  ""dominant_frame"": 2,
  ""responsibility_frame"": {
    ""accused_actors"": [""Republikanische Mehrheit im Repräsentantenhaus""]
  },
  ""moral_frame"": null,
  ""conflict_frame"": {
    ""parties"": [""Schweiz"", ""USA"", ""Republikaner"", ""Demokraten""]
  }
}"
1000671,108,BZ,1,2;6;8,2,Schweiz;Nationalstaaten,NA,EU;Schweiz,"{
  ""relevant"": 1,
  ""frames_present"": [2, 6, 8],
  ""dominant_frame"": 2,
  ""responsibility_frame"": {
    ""accused_actors"": [""Schweiz"", ""Nationalstaaten""]
  },
  ""moral_frame"": null,
  ""conflict_frame"": {
    ""parties"": [""EU"", ""Schweiz""]
  }
}"
1029196,109,SGT,1,1;6;8,6,SVP,NA,SVP;FDP,"{
    ""relevant"": 1,
    ""frames_present"": [1, 6, 8],
    ""dominant_frame"": 6,
    ""responsibility_frame"": {
        ""accused_actors"": [""SVP""]
    },
    ""moral_frame"": null,
    ""conflict_frame"": {
        ""parties"": [""SVP"", ""FDP""]
    }
}"
1057075,110,TA,1,6;8,6,Gewerkschaften;Arbeitgeberverband;Bundesrat,NA,Gewerkschaften;Arbeitgeberverband;Bundesrat;Gewerbeverband,"{
  ""relevant"": 1,
  ""frames_present"": [6, 8],
  ""dominant_frame"": 6,
  ""responsibility_frame"": {
    ""accused_actors"": [""Gewerkschaften"", ""Arbeitgeberverband"", ""Bundesrat""]
  },
  ""moral_frame"": null,
  ""conflict_frame"": {
    ""parties"": [""Gewerkschaften"", ""Arbeitgeberverband"", ""Bundesrat"", ""Gewerbeverband""]
  }
}"
969158,111,BZ,1,1;3;6;7;8,1,EU;Bundesrat;Wirtschaftsverbände,restriktiv,SVP;Bundesrat;Wirtschaftsverbände,"{
    ""relevant"": 1,
    ""frames_present"": [1, 3, 6, 7, 8],
    ""dominant_frame"": 1,
    ""responsibility_frame"": {
        ""accused_actors"": [""EU"", ""Bundesrat"", ""Wirtschaftsverbände""]
    },
    ""moral_frame"": {
        ""position"": ""restriktiv""
    },
    ""conflict_frame"": {
        ""parties"": [""SVP"", ""Bundesrat"", ""Wirtschaftsverbände""]
    }
}"
978502,112,NZZ,1,1;6;8,6,SVP;Parlament;Bundesrat,NA,SVP;Bundesrat;Parlament,"{
    ""relevant"": 1,
    ""frames_present"": [1, 6, 8],
    ""dominant_frame"": 6,
    ""responsibility_frame"": {
        ""accused_actors"": [""SVP"", ""Parlament"", ""Bundesrat""]
    },
    ""moral_frame"": null,
    ""conflict_frame"": {
        ""parties"": [""SVP"", ""Bundesrat"", ""Parlament""]
    }
}"
901835,113,SGT,1,2,2,NA,NA,NA,"{
    ""relevant"": 1,
    ""frames_present"": [2],
    ""dominant_frame"": 2,
    ""responsibility_frame"": null,
    ""moral_frame"": null,
    ""conflict_frame"": null
}"
944247,114,BU,1,2;8,2,NA,NA,Schweiz;USA,"{
  ""relevant"": 1,
  ""frames_present"": [2, 8],
  ""dominant_frame"": 2,
  ""responsibility_frame"": null,
  ""moral_frame"": null,
  ""conflict_frame"": {
    ""parties"": [
      ""Schweiz"",
      ""USA""
    ]
  }
}"
1219519,115,SGT,1,1;2;6,6,Bundesrat;Arbeitgeber,NA,NA,"{
    ""relevant"": 1,
    ""frames_present"": [1, 2, 6],
    ""dominant_frame"": 6,
    ""responsibility_frame"": {
        ""accused_actors"": [""Bundesrat"", ""Arbeitgeber""]
    },
    ""moral_frame"": null,
    ""conflict_frame"": null
}"
1066415,116,BZ,1,2;8,2,NA,NA,Wirtschaftsverbände;SVP,"{
  ""relevant"": 1,
  ""frames_present"": [2, 8],
  ""dominant_frame"": 2,
  ""responsibility_frame"": null,
  ""moral_frame"": null,
  ""conflict_frame"": {
    ""parties"": [""Wirtschaftsverbände"", ""SVP""]
  }
}"
1070743,117,TA,1,1;2;6,6,Bundesrat;EU,NA,NA,"{
  ""relevant"": 1,
  ""frames_present"": [1, 2, 6],
  ""dominant_frame"": 6,
  ""responsibility_frame"": {
    ""accused_actors"": [""Bundesrat"", ""EU""]
  },
  ""moral_frame"": null,
  ""conflict_frame"": null
}"
1131005,118,TA,1,5;6;8,6,Siebers Sozialwerke;Martin Waser;Stadtmission Zürich,NA,Siebers Sozialwerke;Martin Waser;Stadtmission Zürich,"{
    ""relevant"": 1,
    ""frames_present"": [5, 6, 8],
    ""dominant_frame"": 6,
    ""responsibility_frame"": {
        ""accused_actors"": [""Siebers Sozialwerke"", ""Martin Waser"", ""Stadtmission Zürich""]
    },
    ""moral_frame"": null,
    ""conflict_frame"": {
        ""parties"": [""Siebers Sozialwerke"", ""Martin Waser"", ""Stadtmission Zürich""]
    }
}"
1019098,119,BU,1,NA,0,NA,NA,NA,"{
  ""relevant"": 1,
  ""frames_present"": [],
  ""dominant_frame"": 0,
  ""responsibility_frame"": null,
  ""moral_frame"": null,
  ""conflict_frame"": null
}"
1034370,120,SGT,1,1;3;6;7;8,1,hohe Politik;Wirtschaftsführer,restriktiv,Gegner der Initiative;Befürworter der Initiative,"{
    ""relevant"": 1,
    ""frames_present"": [1, 3, 6, 7, 8],
    ""dominant_frame"": 1,
    ""responsibility_frame"": {
        ""accused_actors"": [""hohe Politik"", ""Wirtschaftsführer""]
    },
    ""moral_frame"": {
        ""position"": ""restriktiv""
    },
    ""conflict_frame"": {
        ""parties"": [""Gegner der Initiative"", ""Befürworter der Initiative""]
    }
}"
1066000,121,SGT,1,2;8,2,NA,NA,Tessiner Grüne;Grüne Schweiz;SVP,"{
    ""relevant"": 1,
    ""frames_present"": [2, 8],
    ""dominant_frame"": 2,
    ""responsibility_frame"": null,
    ""moral_frame"": null,
    ""conflict_frame"": {
        ""parties"": [
            ""Tessiner Grüne"",
            ""Grüne Schweiz"",
            ""SVP""
        ]
    }
}"
1019741,122,SGT,1,2;8,2,NA,NA,Kantonaler Gewerbeverband;Wirtschaftsverbände;Kleinbetriebe;Größere Arbeitgeber,"{
  ""relevant"": 1,
  ""frames_present"": [2, 8],
  ""dominant_frame"": 2,
  ""responsibility_frame"": null,
  ""moral_frame"": null,
  ""conflict_frame"": {
    ""parties"": [
      ""Kantonaler Gewerbeverband"",
      ""Wirtschaftsverbände"",
      ""Kleinbetriebe"",
      ""Größere Arbeitgeber""
    ]
  }
}"
965810,123,BZ,1,1;2;6;8,1,SVP;Linke Parteien;EU,NA,SVP;Linke Parteien;EU,"{
  ""relevant"": 1,
  ""frames_present"": [1, 2, 6, 8],
  ""dominant_frame"": 1,
  ""responsibility_frame"": {
    ""accused_actors"": [""SVP"", ""Linke Parteien"", ""EU""]
  },
  ""moral_frame"": null,
  ""conflict_frame"": {
    ""parties"": [""SVP"", ""Linke Parteien"", ""EU""]
  }
}"
989775,124,SGT,1,1;3;4;6;7,1,Personenfreizügigkeitsfetischisten,restriktiv,NA,"{
    ""relevant"": 1,
    ""frames_present"": [1, 3, 4, 6, 7],
    ""dominant_frame"": 1,
    ""responsibility_frame"": {
        ""accused_actors"": [""Personenfreizügigkeitsfetischisten""]
    },
    ""moral_frame"": {
        ""position"": ""restriktiv""
    },
    ""conflict_frame"": null
}"
1069178,125,SRF,1,6;8,6,EU;SVP,NA,SVP;FDP;BDP;CVP;EVP;GLP;SP;Grüne;Nationalrat;Ständerat;Bundesrat,"{
    ""relevant"": 1,
    ""frames_present"": [6, 8],
    ""dominant_frame"": 6,
    ""responsibility_frame"": {
        ""accused_actors"": [""EU"", ""SVP""]
    },
    ""moral_frame"": null,
    ""conflict_frame"": {
        ""parties"": [""SVP"", ""FDP"", ""BDP"", ""CVP"", ""EVP"", ""GLP"", ""SP"", ""Grüne"", ""Nationalrat"", ""Ständerat"", ""Bundesrat""]
    }
}"
954109,126,BZ,1,4;6,4,Anstaltsdirektor;ausländische Delinquenten,NA,NA,"{
    ""relevant"": 1,
    ""frames_present"": [4, 6],
    ""dominant_frame"": 4,
    ""responsibility_frame"": {
        ""accused_actors"": [""Anstaltsdirektor"", ""ausländische Delinquenten""]
    },
    ""moral_frame"": null,
    ""conflict_frame"": null
}"
1308247,127,NZZ,0,NA,0,NA,NA,NA,"{
  ""relevant"": 0,
  ""frames_present"": [],
  ""dominant_frame"": 0,
  ""responsibility_frame"": null,
  ""moral_frame"": null,
  ""conflict_frame"": null
}"
973977,128,SRF,0,NA,0,NA,NA,NA,"{
    ""relevant"": 0,
    ""frames_present"": [],
    ""dominant_frame"": 0,
    ""responsibility_frame"": null,
    ""moral_frame"": null,
    ""conflict_frame"": null
}"
937636,129,SGT,1,1;6;7;8,6,Bundesrat;EU,restriktiv,Bundesrat;Bürgerschaft,"{
    ""relevant"": 1,
    ""frames_present"": [1, 6, 7, 8],
    ""dominant_frame"": 6,
    ""responsibility_frame"": {
        ""accused_actors"": [""Bundesrat"", ""EU""]
    },
    ""moral_frame"": {
        ""position"": ""restriktiv""
    },
    ""conflict_frame"": {
        ""parties"": [""Bundesrat"", ""Bürgerschaft""]
    }
}"
1086286,130,SGT,1,1;2;6;8,1,SVP;Initiative supporters,NA,SVP;Initiative opponents;Wirtschaftsverbände;Linke;FDP;CVP,"{
    ""relevant"": 1,
    ""frames_present"": [1, 2, 6, 8],
    ""dominant_frame"": 1,
    ""responsibility_frame"": {
        ""accused_actors"": [""SVP"", ""Initiative supporters""]
    },
    ""moral_frame"": null,
    ""conflict_frame"": {
        ""parties"": [""SVP"", ""Initiative opponents"", ""Wirtschaftsverbände"", ""Linke"", ""FDP"", ""CVP""]
    }
}"
1202492,131,TA,1,6;8,8,EU;Schweizer Regierung,NA,EU;Schweiz,"{
    ""relevant"": 1,
    ""frames_present"": [6, 8],
    ""dominant_frame"": 8,
    ""responsibility_frame"": {
        ""accused_actors"": [
            ""EU"",
            ""Schweizer Regierung""
        ]
    },
    ""moral_frame"": null,
    ""conflict_frame"": {
        ""parties"": [
            ""EU"",
            ""Schweiz""
        ]
    }
}"
991786,132,BZ,1,2;3,2,NA,NA,NA,"{
    ""relevant"": 1,
    ""frames_present"": [2, 3],
    ""dominant_frame"": 2,
    ""responsibility_frame"": null,
    ""moral_frame"": null,
    ""conflict_frame"": null
}"
1138584,133,ZWA,1,2;6;8,2,SVP,NA,Bauernverband;SVP,"{
    ""relevant"": 1,
    ""frames_present"": [2, 6, 8],
    ""dominant_frame"": 2,
    ""responsibility_frame"": {
        ""accused_actors"": [""SVP""]
    },
    ""moral_frame"": null,
    ""conflict_frame"": {
        ""parties"": [""Bauernverband"", ""SVP""]
    }
}"
1380723,134,NZZ,0,NA,0,NA,NA,NA,"{
    ""relevant"": 0,
    ""frames_present"": [],
    ""dominant_frame"": 0,
    ""responsibility_frame"": null,
    ""moral_frame"": null,
    ""conflict_frame"": null
}"
1043971,135,BLI,1,1;2;6;8,8,SVP,NA,SVP;Grüne;CVP;FDP;SP,"{
  ""relevant"": 1,
  ""frames_present"": [1, 2, 6, 8],
  ""dominant_frame"": 8,
  ""responsibility_frame"": {
    ""accused_actors"": [""SVP""]
  },
  ""moral_frame"": null,
  ""conflict_frame"": {
    ""parties"": [""SVP"", ""Grüne"", ""CVP"", ""FDP"", ""SP""]
  }
}"
971910,136,SGT,1,6;8,6,SVP;EU,NA,SVP;FDP,"{
    ""relevant"": 1,
    ""frames_present"": [6, 8],
    ""dominant_frame"": 6,
    ""responsibility_frame"": {
        ""accused_actors"": [""SVP"", ""EU""]
    },
    ""moral_frame"": null,
    ""conflict_frame"": {
        ""parties"": [""SVP"", ""FDP""]
    }
}"
1109152,137,TA,1,6;8,6,Bundesrat;Arbeitgeberverband,NA,Bundesrat;Wirtschaft;Befürworter der Zuwanderungsinitiative,"{
    ""relevant"": 1,
    ""frames_present"": [6, 8],
    ""dominant_frame"": 6,
    ""responsibility_frame"": {
        ""accused_actors"": [""Bundesrat"", ""Arbeitgeberverband""]
    },
    ""moral_frame"": null,
    ""conflict_frame"": {
        ""parties"": [""Bundesrat"", ""Wirtschaft"", ""Befürworter der Zuwanderungsinitiative""]
    }
}"
1136245,138,TA,1,6;8,6,Bundesrat;EU-Gerichtshof,NA,Schweizerischer Gewerbeverband;Bundesrat;Gewerkschaften,"{
    ""relevant"": 1,
    ""frames_present"": [6, 8],
    ""dominant_frame"": 6,
    ""responsibility_frame"": {
        ""accused_actors"": [""Bundesrat"", ""EU-Gerichtshof""]
    },
    ""moral_frame"": null,
    ""conflict_frame"": {
        ""parties"": [""Schweizerischer Gewerbeverband"", ""Bundesrat"", ""Gewerkschaften""]
    }
}"
1058159,139,NZZ,1,6;8,8,SVP,NA,SVP;Härtefallkommission,"{
  ""relevant"": 1,
  ""frames_present"": [6, 8],
  ""dominant_frame"": 8,
  ""responsibility_frame"": {
    ""accused_actors"": [""SVP""]
  },
  ""moral_frame"": null,
  ""conflict_frame"": {
    ""parties"": [""SVP"", ""Härtefallkommission""]
  }
}"
